userId,similarUsers
11760,7717;2379;12048;9931;6633;12347;258;10346;3997;7343
11761,6750;1788;9328;10708;8428;562;3936;5261;10183;6196
11762,6514;2325;8801;10318;2296;12458;8973;10244;3419;6864
11763,5907;5404;1440;8273;1882;1552;318;4078;7429;4293
11764,8361;11612;9722;10519;3414;7362;11835;807;9400;8310
11765,8218;11230;9318;5648;11064;3505;5817;7637;6640;3055
11766,5442;8321;4503;10462;2943;7988;9307;10323;6297;7170
11767,4706;5992;544;4780;7240;5535;1366;8445;87;10669
11768,9667;5645;9535;318;5980;10383;11517;3249;6978;10201
11769,8446;3997;4437;7581;5215;5589;9917;8940;4995;1467
11770,11410;2142;3637;4790;10388;12261;3848;4327;10929;471
11771,692;12294;2280;676;838;4534;10973;4674;3380;4957
11772,7027;12825;8336;346;12036;884;8053;786;415;4322
11773,6379;7740;647;9722;6705;8017;7128;9281;7685;1272
11774,4174;2348;19;4528;10143;76;5420;6265;130;10883
11775,1807;1014;5367;6276;7737;7364;811;296;435;11478
11776,5290;7413;5079;6533;9520;6314;11000;10610;8596;10002
11777,6326;5900;4352;7991;5420;238;6476;2735;7504;5148
11778,12661;6519;12728;8815;10527;12130;6522;7519;9575;3682
11779,7076;7691;1728;5663;9336;7398;2836;2163;7165;9621
11780,12917;302;4119;1141;2038;12056;970;2931;5373;2682
11781,11869;11007;12667;11610;5110;4727;2822;2385;11587;2314
11782,11587;2326;8697;11664;11580;7184;3820;3210;9723;6156
11783,11466;2009;9894;8282;12901;1421;4661;4109;989;12206
11784,12688;12576;10431;10643;1701;3163;298;9032;7690;6858
11785,10827;8045;8818;11880;6227;10037;11873;4947;6040;7622
11786,5722;9072;1400;3441;401;6260;703;12472;586;8597
11787,6480;11058;4085;10710;4020;10639;3758;1486;9259;1269
11788,4890;1322;3908;2068;8607;1761;5214;178;4020;3220
11789,9512;2636;2249;7212;10660;12726;7161;461;3181;4113
11790,28;8468;5368;145;5445;7621;641;3265;3237;3808
11791,1526;4215;12289;6919;8800;5363;4842;4425;10949;10042
11792,8199;3899;11655;12033;1580;5892;3570;7412;1378;20
11793,9777;3277;9485;4139;916;9452;8985;1583;6783;10283
11794,4620;4463;4688;609;3831;1493;5632;86;1716;3008
11795,12327;10321;4432;6044;1801;7665;7653;12703;3324;6340
11796,10524;8959;4442;2401;3080;1415;9591;11010;8755;3247
11797,704;1587;6583;7603;1689;7677;9893;10657;9422;4281
11798,1404;5304;4421;7433;2501;4473;5558;2338;884;6030
11799,2672;7739;12005;5829;8950;9432;3343;3566;2491;12305
11800,2220;7519;4227;7200;2076;7120;12379;4297;6588;4415
11801,11649;694;2504;291;12190;2182;8590;7850;1074;8236
11802,6175;12315;11584;6830;289;4512;4126;10304;1551;6983
11803,9262;2685;9934;7661;9737;8886;6389;11725;5955;10237
11804,12521;7195;978;4471;5855;6847;12363;398;11605;1916
11805,2105;5585;164;3623;2416;7194;10513;1346;9577;5242
11806,5995;10950;4887;9962;11451;869;9992;11514;7999;6581
11807,7055;11565;5158;4495;934;11754;601;8330;4452;8214
11808,11631;3824;5405;7578;6781;1733;226;3993;713;222
11809,7533;8831;10863;3615;10247;2076;8430;4553;6886;12605
11810,7146;4305;7729;9210;9732;6923;7968;4684;642;2442
11811,9990;7283;7490;2819;4038;3030;6118;1496;5996;4930
11812,3495;11235;7283;11823;8178;8793;9142;1579;9962;9144
11813,6937;2202;10169;2437;12170;9014;6423;9773;6130;6757
11814,6793;11869;12157;11118;10465;5101;8159;5114;6670;9604
11815,5635;10244;2678;2222;6024;9584;1301;7090;4618;6261
11816,849;6546;6086;1938;8671;11885;12318;192;11223;3035
11817,11718;4426;2050;12620;1661;7279;11055;543;7228;12427
11818,5682;1249;11597;7185;5271;9474;3784;12221;2240;9165
11819,1161;11280;10052;3207;4256;7852;9884;4126;2561;10567
11820,12760;8427;3659;1093;3502;1750;7830;3906;11692;717
11821,7046;1980;5822;6375;7845;11452;582;7910;12798;6242
11822,8860;306;11022;7371;5149;2795;9669;6645;10089;7679
11823,3852;148;10659;11812;9692;3848;2118;3662;10730;2953
11824,2433;642;2564;11656;2069;558;3526;11431;804;5251
11825,8379;985;380;4624;9527;993;7810;11636;9015;11538
11826,6973;3236;485;5269;2734;8621;1801;12775;12231;8440
11827,12012;4059;1474;9404;2686;3305;5545;4103;5065;1849
11828,5221;2729;9373;3506;2799;10395;11163;7280;12104;2792
11829,5766;12361;4641;1802;9901;6284;1425;2806;10430;371
11830,5944;5104;9414;11692;868;5678;12764;8786;8163;167
11831,3802;4423;6938;8644;5931;3903;454;1527;3484;10699
11832,12892;4077;4949;4362;5335;6765;2712;2434;10946;3255
11833,2963;856;8074;534;201;1138;6087;11171;5862;2271
11834,4773;3850;8115;11707;4365;3213;3696;6303;7482;11305
11835,1375;12154;8605;7320;3922;4829;7589;9703;4301;4097
11836,1287;10369;8090;6158;11156;9923;8373;2704;7907;10801
11837,5907;3996;8050;4378;914;3789;9653;7157;4750;8032
11838,7639;9956;11950;708;9183;6666;6449;2788;4668;3030
11839,1551;3361;2084;1746;336;7989;3298;10304;1211;4273
11840,3359;7167;7524;7283;4899;9545;8722;2741;8279;8840
11841,8226;4787;5744;6349;7716;3545;1238;5621;11956;12563
11842,594;332;12287;486;10439;12656;7518;9176;1814;9782
11843,3946;2140;11911;1489;5995;11105;4218;5507;7546;3404
11844,7803;273;10434;2363;211;8332;6185;7997;1246;9644
11845,5193;6245;7287;6967;1091;922;10852;10053;3329;5726
11846,10690;5888;5358;5882;9902;1527;6880;1696;3264;3984
11847,8464;12587;10654;3352;8969;7112;5053;2794;1391;2239
11848,11458;8689;419;7466;8943;4313;7900;10189;1318;10847
11849,6689;3499;3980;1534;10084;3702;3537;5020;3623;6764
11850,10421;5584;1107;4534;4616;6757;5113;11965;106;3908
11851,4262;8607;6875;9314;8626;5869;8878;5631;477;12654
11852,966;27;12571;10670;11868;9572;5229;959;11307;6377
11853,10430;11675;768;4473;10880;9310;3431;5725;11188;3964
11854,10508;9454;11443;4165;2403;2402;7026;11193;12467;12549
11855,11738;7072;7928;8409;12704;404;9442;12452;10114;10418
11856,8069;11136;8037;5205;12277;12036;10580;4594;3792;1220
11857,7545;3002;9998;724;7101;398;1544;11090;11378;7149
11858,4668;5822;7567;6489;9187;11765;10279;10312;9713;3085
11859,7860;6779;9757;6877;8178;5130;4674;12001;5754;3695
11860,12442;977;2491;620;2181;11869;2954;8469;7515;11433
11861,339;12900;10700;138;10702;9214;2485;7191;100;5614
11862,7805;288;5787;3637;7970;6824;3198;3255;10136;5424
11863,10191;12205;8786;2718;4020;12826;1653;961;12001;8914
11864,10400;935;8782;1330;6598;10699;3502;9998;5594;1635
11865,8301;12460;3509;4771;1494;3194;2065;6100;4543;539
11866,6500;6304;7405;6207;892;7652;3336;1262;7428;5569
11867,7791;2828;5671;1537;1894;3274;5524;6526;4894;7719
11868,11852;12559;162;11965;1322;11256;9746;4771;10429;1751
11869,71;2538;6084;10204;3667;11814;11781;8430;5733;6540
11870,6080;7804;2861;2971;6300;11669;1110;12783;11079;3744
11871,10807;5818;2270;11075;10786;11052;2281;1148;5960;6882
11872,12322;10393;10929;5485;8361;5870;7288;9382;9347;19
11873,11208;3797;3041;7018;9207;936;1481;68;3663;10293
11874,9793;10468;9810;9947;108;7470;5406;241;3029;4834
11875,888;10819;9827;6097;3278;11742;12498;10450;8033;12245
11876,7579;12619;87;4779;6817;4713;6034;1079;6030;5650
11877,9773;1443;5807;11479;7635;3894;260;1326;12019;12497
11878,773;4752;7644;10169;12732;881;566;7297;12737;12843
11879,8662;1570;1627;7540;7726;889;6752;6319;12784;5070
11880,9370;1536;1689;3058;11785;2561;2328;4310;8844;11223
11881,12591;6439;10151;12678;3794;10063;7011;458;10163;3629
11882,12876;12537;9232;11929;4246;5981;5356;978;3918;1960
11883,5450;7073;11455;6525;8236;5698;2558;10558;11078;3612
11884,7424;383;12751;1377;11021;2408;5160;804;5629;12631
11885,1865;10137;2779;12147;12086;12212;10582;8424;6282;11816
11886,40;11133;4781;5996;9002;3174;12820;9820;5534;7049
11887,10335;1817;12312;5040;12145;4555;1848;373;3339;463
11888,808;5767;1573;6937;8954;4933;8346;3859;2046;11948
11889,7474;6990;9712;2264;12801;10223;271;12346;9692;6444
11890,589;7705;2955;4481;6452;104;7115;6618;2441;6774
11891,811;12528;3793;7384;9823;3185;6571;11263;11146;11320
11892,10701;6204;1205;12540;11509;6487;8457;5751;9180;11682
11893,2236;8451;11646;6753;7398;5001;3338;5013;10764;12435
11894,4586;2549;4457;1603;11501;8389;2758;4674;3004;12177
11895,12462;11336;10882;7279;2941;6103;11956;4033;3208;2290
11896,10461;11930;7495;8384;6663;11013;10799;9442;12887;11237
11897,5581;5207;8765;12724;3751;2162;5861;11658;8564;8419
11898,10652;1418;12250;6477;9707;10334;3811;3540;3028;1075
11899,6760;9046;5496;5656;5937;7675;3238;9991;10693;9346
11900,4904;12670;8981;9574;2640;6289;9837;3659;4003;8821
11901,5972;7412;12750;2300;6909;10049;3253;1214;11498;1985
11902,11206;6932;3881;693;8340;7298;6013;9382;11638;9181
11903,6331;11815;7586;9074;10735;12428;10116;8397;6858;6092
11904,4933;314;12633;7383;5639;150;11524;861;5495;7498
11905,12677;4555;9040;203;7725;9865;1774;10513;4542;11903
11906,7204;1124;8626;12792;3829;17;10685;11756;8916;5147
11907,11368;8727;8322;3468;1691;3850;10452;9756;9733;12096
11908,11986;10045;1602;1591;6987;4477;12776;3758;163;6227
11909,1596;4260;327;8487;5280;365;10710;12391;1294;11638
11910,4641;3199;12429;6953;7624;6930;11406;5200;6501;6000
11911,758;1582;11843;2443;9826;8344;4888;6853;1822;6839
11912,2645;9467;558;8568;4211;2226;2101;2812;5373;4781
11913,6362;9386;8256;8696;12870;5989;3444;3678;11124;11055
11914,12600;8654;6510;9085;11750;11584;1717;6683;4012;1028
11915,7718;9334;10401;9376;10879;12571;8100;7827;8533;9995
11916,113;1494;12131;1664;1418;6082;9125;9890;3673;2404
11917,6539;5884;8190;9636;1331;3187;6510;10203;7396;3378
11918,4703;4410;6721;688;6580;11457;4905;10926;335;4321
11919,5901;5938;7533;6477;3198;232;6312;12129;4609;2018
11920,4441;3933;7245;10923;5977;11279;9413;3693;3914;5807
11921,2519;5849;12462;11188;3489;2482;1307;12729;11532;1545
11922,12478;1362;11967;9010;10635;4105;3756;10630;4777;9361
11923,7904;5964;12723;6912;9413;1723;5148;11632;10011;5124
11924,11102;3129;2169;10072;3664;5174;10765;3208;6889;9169
11925,11391;9963;12758;11052;11658;5819;8819;7092;4169;894
11926,2069;3050;8463;2749;7345;128;10163;1018;9722;2666
11927,9087;8320;2087;4970;12234;9630;8029;11146;5766;3589
11928,2427;5024;8064;7259;1919;1346;6325;5450;1033;1421
11929,2463;12434;3363;11882;12722;8690;12119;9008;962;9554
11930,9639;3653;11896;3345;890;12435;2579;2883;5602;2220
11931,5444;6214;5637;4348;4437;10276;4187;4304;7405;3105
11932,4563;12642;5139;3373;2081;10220;3336;2140;5560;566
11933,9209;2480;4544;10042;7891;10191;8997;7963;3045;9933
11934,6;3754;9722;2853;7216;4803;2095;8040;10294;8682
11935,11224;12633;10101;6062;1174;7045;9450;9280;5751;3874
11936,8698;3667;935;6948;7192;2076;5459;4335;2614;6043
11937,9424;3586;10670;11972;2370;4637;1444;9202;9703;7558
11938,12752;9493;3302;8373;10742;7976;3437;10311;1065;556
11939,891;3129;12572;7073;11835;11723;10167;1428;9224;9050
11940,12284;671;3059;9209;5805;4003;453;11244;11541;10641
11941,5316;7018;7180;311;9553;5001;7186;11057;7628;1475
11942,9604;10795;3058;1163;11574;238;7738;3888;9509;859
11943,986;9580;9943;338;11783;3388;757;12117;878;9235
11944,12257;10445;163;881;12162;1575;5819;3690;8034;9928
11945,2383;1222;285;6779;6800;5397;2774;4509;3947;9707
11946,7189;2814;1046;3613;3729;147;4945;12622;195;9238
11947,4316;7150;9198;12791;684;11303;380;2592;6261;5683
11948,5778;7938;8693;1266;10575;3260;1120;1553;10781;2373
11949,42;587;353;1359;861;2380;12220;2375;6849;1093
11950,1522;7739;2697;879;6548;11838;4934;10740;12133;3131
11951,10184;11582;10518;10308;140;9847;887;8214;6901;3236
11952,6488;11152;6660;6995;10367;11623;10252;1271;7613;12530
11953,12448;283;6182;2188;12006;5733;940;11723;5549;3975
11954,4970;1899;1999;5173;4434;8612;8907;4194;4512;3355
11955,1011;1497;7096;357;9648;8667;4457;1871;1065;1839
11956,916;2434;6323;10134;4315;9939;12493;1983;8168;5978
11957,4980;9458;2924;9356;9595;1214;9299;5803;4901;6536
11958,5766;12662;470;11440;4368;1869;9229;2017;6731;10478
11959,7501;8626;8835;6777;6844;7535;4431;11917;472;471
11960,4095;3357;11821;1247;7398;6180;2039;9293;11508;10903
11961,5231;4096;6849;3383;8674;5294;2504;9033;8655;3213
11962,3036;8231;614;10112;3728;5979;7036;5040;7380;337
11963,1890;6774;11104;5398;9637;11455;11254;8427;4790;5484
11964,10054;2651;5099;2900;9914;2505;4046;11270;2746;7939
11965,678;8948;12163;2917;9411;7136;11850;12872;1928;3348
11966,12789;9256;6633;194;3279;4351;32;11686;7618;5044
11967,5399;2291;11922;3839;12237;7541;4775;12322;5068;3963
11968,11281;6153;8048;4081;3197;5315;5448;11320;900;437
11969,1046;9231;3465;3747;6905;10762;3585;1098;645;4339
11970,9157;12661;9917;10663;6290;3336;4576;4709;573;10328
11971,3507;7737;2073;4739;12816;5454;1584;11009;5725;7552
11972,5914;8664;7558;2576;9843;4759;11263;1364;671;197
11973,3660;6531;3938;3443;1045;9430;4168;11610;11390;3847
11974,6639;3615;3361;5071;7868;6363;8477;2066;9174;4839
11975,11674;8444;593;9829;4196;11594;6244;12706;4865;8763
11976,9357;10573;9531;1197;4096;12874;3313;3633;8021;269
11977,11522;3258;11628;10474;6228;12474;2738;4176;6944;7184
11978,6952;3304;2870;10172;6541;7532;5604;2038;7042;2543
11979,5860;1648;3592;12852;12505;1516;7663;7750;2597;12055
11980,8015;1321;10874;6239;11300;2367;2165;6949;6414;11040
11981,2003;3238;413;12665;1377;1858;6716;10296;5623;1618
11982,6983;8073;5988;3613;8190;10154;7149;2457;1622;7407
11983,11512;4178;8079;642;4016;11929;4907;313;8469;10298
11984,12914;4578;1160;2540;9173;4745;10991;6022;2030;2469
11985,6693;1143;2457;9599;3641;2538;12148;12099;5160;12608
11986,11006;11908;9568;27;21;2264;2065;830;5012;556
11987,8737;10525;6954;4558;2006;12822;72;6039;12484;852
11988,936;12740;684;27;4124;2817;1419;1201;4655;4553
11989,3728;7969;12460;9802;2672;2744;2654;10098;6909;11426
11990,1920;2419;491;9610;4948;1272;4302;7830;9962;11136
11991,7419;9925;12514;351;758;4628;1282;8799;11024;3645
11992,4769;8968;6482;2529;1825;8116;5511;10566;5641;515
11993,7690;5105;4882;9744;2126;8410;6453;6219;1619;4351
11994,11050;3022;9245;8568;6666;8990;11222;7651;10904;478
11995,2917;767;1651;12904;2408;4823;1293;11621;342;12167
11996,11247;8020;5209;9889;9422;6975;8847;12189;3412;4095
11997,3748;3931;7824;964;6943;10757;6759;9658;246;3729
11998,657;7451;10376;279;3117;5546;4182;10182;8857;1679
11999,8669;112;12067;1084;5063;11156;10238;10320;11502;9929
12000,1794;2002;74;6695;6588;7257;6655;7481;11399;1305
12001,2962;6391;3154;11859;10216;4706;3140;11863;10233;99
12002,5893;2152;8485;8649;5928;11807;1833;9913;11477;4238
12003,1578;7581;7109;5035;9560;1399;12687;3286;7122;1513
12004,5889;549;599;5503;8595;6257;5629;4338;10244;6301
12005,3051;11799;2701;9097;11087;10974;6133;5671;9162;2355
12006,10509;8903;12884;7027;11953;7141;873;8710;4772;3962
12007,7878;2694;8774;3407;2737;9323;6536;6362;6577;12606
12008,434;3485;8543;6879;5023;9278;2785;276;4255;11991
12009,618;592;8773;3914;2149;9340;5107;3364;3930;6498
12010,2175;2467;6965;8415;770;142;9242;353;9244;5755
12011,11309;232;2631;7668;2667;12237;2272;6627;12083;12287
12012,3246;11827;11295;6705;1386;10548;11331;6292;4900;6575
12013,5082;7157;12338;11454;8483;1595;2885;9941;7981;11495
12014,3868;10125;1695;7428;6155;12124;8961;3359;10758;3119
12015,7303;12657;8673;10792;11582;3771;7780;527;9661;1542
12016,8293;1541;5911;4716;1112;7041;8779;4539;3764;8663
12017,832;11026;3607;2766;3076;7116;7628;11752;8805;3617
12018,5917;1711;253;1861;10533;6509;6731;2545;68;3491
12019,6195;3848;11877;7416;7309;5056;7827;3975;3803;4578
12020,7876;12541;7693;9067;10916;328;6777;5545;2075;3767
12021,78;10577;3479;12370;8107;4776;3478;10412;11494;4049
12022,7396;10472;8041;9799;1386;5245;479;1826;830;9677
12023,5651;10173;3499;8716;4982;9996;3502;9483;11410;1971
12024,12282;83;6298;12392;5789;7439;3469;21;5841;2107
12025,5102;7737;7976;11490;6459;5590;5363;10613;6649;9012
12026,3411;3737;5330;8232;6849;3353;324;380;7136;4406
12027,9600;7243;4891;9523;10526;8299;12270;371;6481;4569
12028,3432;10600;3366;9083;6530;4935;497;5510;9225;11558
12029,7976;4915;6987;9135;556;5294;12278;3818;6593;2382
12030,6137;12834;5713;7899;5098;10056;9645;10851;8810;3195
12031,2021;780;10834;111;3501;5498;4440;10486;2241;7763
12032,9674;2459;130;11557;786;7408;10529;2431;8858;8372
12033,3843;5853;11792;12665;10674;6507;11081;1741;5159;9016
12034,870;12526;5318;1658;2250;8629;4419;11168;2832;2652
12035,8319;12321;1722;2180;1321;2351;5536;5834;4092;10312
12036,3259;5000;5973;6914;11839;11772;5718;5100;9092;11856
12037,5973;559;2052;5628;11405;7585;2701;12102;10780;9952
12038,4530;5955;5717;12651;2324;4760;2929;9030;12258;8861
12039,5055;9026;7283;5274;6862;5629;6147;11721;10194;2248
12040,2272;5357;5209;9230;9606;4482;3146;12804;7978;5913
12041,403;3733;178;5219;11291;4349;9203;12906;3883;4109
12042,2433;246;9589;499;8183;8160;12652;12208;12389;8464
12043,7701;10184;6046;6855;2348;4293;11860;12284;10283;6746
12044,5465;10976;5443;2144;9053;10928;6268;5051;5379;4565
12045,4928;10274;125;545;7377;12495;7418;2292;8415;12777
12046,11477;96;9660;4966;7109;9148;5080;7917;1911;9094
12047,622;11142;12409;5639;1912;3806;6688;6738;1740;3717
12048,5945;8117;10494;5971;11760;9543;1762;1347;5510;8849
12049,3785;1174;1256;7946;4197;10112;3959;12641;4202;6918
12050,9237;8023;12902;9439;4659;8967;3879;10797;10769;2672
12051,3636;5363;10142;2131;3792;2751;5853;5575;5468;5553
12052,3481;620;2492;11557;4873;548;12475;6667;451;3367
12053,12643;5276;4315;4365;8160;8653;2109;9861;12115;7025
12054,10951;6983;731;12538;1294;1396;12061;4082;12171;262
12055,6100;10869;10576;12738;101;3676;10625;7363;8707;8056
12056,5651;7883;7695;7523;9143;11625;11529;2401;8168;7250
12057,6151;7064;657;5054;1420;6396;3284;6364;4189;6750
12058,8504;5988;12862;2924;5717;1448;12906;476;8454;1609
12059,1261;1708;3234;9360;11011;659;10095;5609;12420;8257
12060,12361;972;8921;413;5746;8512;3406;8545;4731;6073
12061,12509;8099;12207;10575;12369;9044;10601;6321;10056;1125
12062,12722;8709;12348;242;5030;3090;6159;11446;2597;6869
12063,4045;2843;2149;9946;7961;9012;10720;8323;6847;7866
12064,8212;3556;11746;7482;1668;4642;9345;83;2281;6444
12065,5391;7287;6270;10431;1304;11147;8186;6317;6058;2505
12066,8622;506;7695;6903;5671;12832;4495;11055;11873;10853
12067,10622;10340;2404;2488;5548;171;460;3258;5881;11999
12068,3653;6746;3645;10169;10928;654;3729;9039;5379;159
12069,9288;8523;2049;2658;11308;10218;6056;9617;10580;12897
12070,10234;11498;1792;12783;1416;393;6472;1917;1285;3080
12071,8237;9951;2433;7411;709;2970;10124;4042;12121;7296
12072,10834;11080;4444;9739;11307;11122;10059;10060;9373;6408
12073,3769;4492;5489;3583;9675;3719;7967;1060;5209;4814
12074,2241;11484;255;65;1212;12247;9460;888;7650;8578
12075,7778;10257;218;1438;3128;3516;3604;12460;5093;4639
12076,90;2594;362;2402;2954;6952;2614;10913;10322;2264
12077,6479;8118;6834;10906;2113;5641;7863;10274;9555;11260
12078,7944;1503;3669;10964;8660;1028;4896;5907;11428;4719
12079,11692;5035;936;12068;3935;11463;6085;7666;1824;4351
12080,11337;9613;5071;9188;12291;858;2543;1311;10091;7450
12081,9302;7780;4885;5318;5491;3659;10809;1026;5827;456
12082,8809;2587;2828;2737;11121;8422;1071;7909;10983;9081
12083,4394;7755;12628;9765;7204;12011;6486;8192;8363;11526
12084,259;5462;6159;5190;5239;9363;149;736;6855;5862
12085,10352;5921;12612;11320;5732;4069;5218;12447;1656;6210
12086,11885;2929;4214;11474;10759;5984;7340;4259;665;805
12087,528;5635;1756;9146;854;2832;1085;9786;11976;9498
12088,12620;465;2210;3025;434;2136;8105;1075;3277;2814
12089,11473;113;3223;8148;9747;11349;1142;6005;8047;8445
12090,6588;6276;10713;12851;4289;11997;6872;10555;5378;830
12091,10434;3749;11291;2890;8603;9633;2548;1348;2159;8399
12092,12862;2924;7672;5782;5988;2834;5341;4699;1893;9993
12093,9885;6368;7355;7268;10234;2453;2703;1589;5811;8614
12094,1445;9350;3819;54;7805;3750;1000;12396;9361;12322
12095,8738;3254;7848;2888;1903;1045;3991;2150;10725;8686
12096,4939;8703;11907;5915;2589;6727;164;2416;8163;9904
12097,3769;8965;8869;9469;3679;221;6695;2731;12207;1061
12098,8330;10094;5540;339;2705;6926;6694;3365;2948;1813
12099,6051;11985;3849;1639;147;5725;10981;10250;8320;6619
12100,7945;10790;7940;10081;6978;1294;8067;8600;8395;8084
12101,10914;816;8599;3613;6999;11660;4148;462;2790;12114
12102,3987;4598;10239;12748;5177;6412;10472;3738;12037;3311
12103,1454;6654;2091;3794;4195;12619;8231;6134;7241;9417
12104,7146;4750;640;718;8108;5039;7421;1468;11828;8625
12105,5543;7630;5306;2481;8532;11412;10665;711;313;7876
12106,7904;5171;963;6480;5424;2375;6003;6462;587;7921
12107,6826;11452;4080;2393;796;1687;9021;11094;7896;872
12108,2293;6651;8966;1248;4650;5660;8481;7596;7399;6489
12109,2132;5461;5062;8498;9237;12388;2277;5490;8013;11589
12110,3907;2988;12154;11176;10628;4719;471;12243;12542;7180
12111,10316;5613;1153;11089;11441;4263;530;10644;6460;11462
12112,9076;10218;2375;2399;120;330;9109;2299;3929;6080
12113,556;9205;12918;222;10330;4004;1632;924;4639;12188
12114,1856;3265;2185;9636;8123;12207;3382;277;3729;4609
12115,11522;1147;1513;1847;2414;4476;7675;1112;12053;389
12116,6717;5264;2620;4015;3230;8393;11621;7490;5206;8815
12117,7202;6857;10136;11401;3602;7437;9363;3308;10338;12277
12118,11215;5347;9239;10832;8857;7514;4004;5493;8914;8285
12119,9018;11200;10588;7055;6742;11929;5222;8553;4375;10605
12120,6912;2735;9685;3139;7009;290;6827;12178;1468;5225
12121,12349;12264;12071;1908;384;4761;2037;921;8419;7979
12122,5839;9222;12398;12693;7817;6593;6018;6001;4472;4860
12123,1222;6536;1082;1003;6422;5587;9668;8665;6106;10783
12124,12484;4227;1378;5834;12014;1628;8012;2989;2072;1758
12125,5339;2924;1113;11075;8809;5717;317;12906;476;12174
12126,8376;10869;2433;9219;6727;2649;4766;10874;7921;11452
12127,5438;7423;10989;3773;12191;4377;8963;11088;11560;11707
12128,177;6317;4779;2425;3480;11608;7548;10206;10949;3478
12129,12677;889;8560;10418;506;8869;5886;9005;11317;10684
12130,118;85;790;11778;4050;2530;3500;7129;7470;6957
12131,517;12396;11916;5292;6837;8150;2093;2397;12212;1828
12132,9615;6806;7244;2316;5070;571;3619;6206;4259;9251
12133,3312;7714;11950;1107;550;2908;644;12025;1968;7915
12134,9281;2241;1982;601;9240;1431;713;9294;1068;10362
12135,9390;525;9031;11342;7238;6950;12612;4665;3811;8651
12136,8931;9488;345;2287;3753;4423;3573;9642;4011;10669
12137,12321;2168;11453;2805;2957;1474;10885;2050;1363;8166
12138,2122;1881;1105;3865;8405;8028;11692;12409;2840;9307
12139,9853;5287;3783;2879;1073;6534;3375;11252;8482;7296
12140,6571;1824;4565;7324;283;7863;6475;11452;12923;7437
12141,7106;2294;5659;4983;5560;2252;7870;1563;11365;5408
12142,4941;1649;760;10791;2911;12595;7956;9482;2436;1523
12143,1352;31;10740;2038;1724;9205;5661;7520;9567;3106
12144,3771;7225;2546;8760;11428;5404;7041;403;1740;8340
12145,6268;591;5051;12280;7240;3653;1772;9039;4372;2427
12146,3582;11040;3425;142;4386;6763;4707;11234;2855;5394
12147,7912;11885;684;3358;1232;11429;10897;5273;9656;5780
12148,11093;8689;3223;4120;1599;4645;1449;8794;11465;8037
12149,6156;10811;7003;6182;266;7172;5723;7254;5654;881
12150,2382;7910;11146;10623;3292;1898;6248;6203;3466;10531
12151,6609;8772;12179;964;9101;5776;11964;5949;671;4134
12152,12263;5783;444;1206;7415;2425;11472;8324;4186;3282
12153,8822;2262;4910;3912;4437;10577;6693;7197;11420;2514
12154,5809;11835;3491;2339;12110;11479;9449;7719;11028;10570
12155,12514;1834;6518;12521;5116;2208;1545;1551;2297;10528
12156,9456;8595;1843;1203;2800;1029;266;9904;12374;9763
12157,2402;3496;2225;11814;1714;796;6352;7960;9498;4395
12158,3327;4910;12653;9289;10502;5573;359;3285;1677;1362
12159,11290;6551;11489;1352;10305;8810;10370;9833;9472;3286
12160,9990;5011;146;9552;4303;5651;5643;3074;3662;601
12161,4995;4921;8333;8576;11465;3657;2254;9740;11160;4839
12162,8786;12888;924;118;4231;4983;1956;3685;2065;12776
12163,4002;346;5155;2871;11965;9093;10049;11455;10369;106
12164,2272;10010;11996;8704;8832;3583;3830;5209;8020;4299
12165,4848;7055;8162;7541;4110;1462;6357;3784;8851;1671
12166,4652;510;7569;1409;3125;10081;8800;5890;2748;10183
12167,8373;3302;5493;1402;9135;11265;399;10648;1521;10676
12168,7450;4806;3510;9143;10940;5134;3191;12646;5651;1007
12169,10588;8206;1681;9032;5999;3249;10267;9109;7788;2623
12170,9603;10791;7461;1461;2119;11813;1429;2187;2762;5842
12171,10885;12168;7357;3230;10218;11120;1153;12054;10522;7575
12172,9155;3789;1737;7166;10769;6302;7720;4335;6966;7272
12173,4356;2782;2371;7040;2548;2375;3083;7318;5868;8271
12174,1893;2924;5717;7062;11193;11445;12906;9451;1113;6945
12175,1970;5850;7906;811;10299;7313;374;5901;3016;8689
12176,5648;704;9561;9373;454;9861;1482;5727;1941;5985
12177,7533;6952;3981;1033;11546;7936;2155;2384;4436;11542
12178,5548;7989;1211;3189;8751;3361;12228;4953;11584;457
12179,11647;2208;11561;9265;3439;2947;2815;12151;4835;5744
12180,794;11142;9052;2027;1588;4170;12363;2705;4627;12235
12181,11348;172;4602;12148;8136;3605;4386;9966;12223;1962
12182,11055;6948;453;2611;12670;4881;11586;2492;6544;12518
12183,7381;5576;2475;683;5197;12838;7109;5260;2446;8129
12184,12175;9868;10808;6605;7135;6389;4575;4880;7754;10232
12185,10117;4534;6959;7780;300;6148;2162;5834;8755;2887
12186,8706;7939;816;6614;4956;915;3329;10993;7769;10555
12187,9861;974;10546;8782;10990;768;5639;2278;7455;12503
12188,5181;6067;12113;3875;1632;2760;6536;10205;10736;3577
12189,12293;3006;3769;627;2861;12804;8367;9278;8562;8704
12190,1557;5489;879;8704;5615;11996;8588;5913;749;618
12191,1044;2201;9005;8038;2006;8955;5516;10247;1471;12127
12192,3478;5976;562;281;8461;10930;4646;6605;10528;589
12193,12740;4268;3106;4835;1663;6612;1534;10608;1964;11163
12194,1499;4764;3862;11034;9999;2361;7094;781;8545;980
